348.27	321.39
376.55	307.87
409.1	306.32
440.72	313.15
469.66	326.01
519.43	325.03
542	313.77
564.48	306.8
586.26	306.04
599.38	318.38
495.47	354.04
498.83	385.46
503	416.64
507.35	447.96
462.39	457.94
480.04	464.28
497.97	469.9
513.57	463.74
525.83	455.15
383.43	347.82
403.86	338.81
426.24	339.85
443.51	354.82
424.64	359.08
401.9	358.57
521.16	353.78
539.33	337.92
559.14	336.67
572.78	345.6
561.25	355.59
541.76	356.96
423.87	496.8
454.15	494.59
479.16	492.38
492.57	496.11
506.17	491.41
520.24	492.22
531.76	492.64
518.62	510.8
505.18	521.97
490.64	525.32
475.73	524.67
451.94	516.59
478.23	503.89
492.09	505.16
505.73	502.11
504.96	501.45
491.18	505.36
477.31	504.61
