607.29	566.03
661.19	538.51
722.44	535.78
781.55	550.34
832.52	578.33
920.74	579.77
966.58	559.67
1013.3	550.29
1059	554.49
1089.7	581.58
875.69	650.99
877.21	705.84
879.73	759.89
882.76	814.63
802.26	830.51
835.02	841.97
867.88	853.19
898.5	843.57
924.56	832.56
666.97	638.72
707.51	627.59
748.34	632.32
779.34	658.59
743.35	663.2
701.58	659.15
934.71	663.7
970.09	639.85
1006.9	639.39
1035.3	653.76
1009.7	669.32
972.96	671.19
726.46	892.86
784.71	884.19
833.18	879.55
861.53	887.33
893.11	880.63
926.38	886.56
956.96	895.51
923.14	941.81
889.18	963.91
855.69	968.73
823.82	965.29
777.55	944.76
830.37	902.7
859.72	906.6
891.39	902.54
890.17	925.92
857.79	931.04
827.76	927.72
