47.625	318.38
55.392	301.36
73.455	294.68
94.818	295.25
115.91	301.84
164.11	293.7
194.31	279.23
227.58	273.09
260.35	278.78
287.2	295.61
141.57	332.05
139.06	354.5
135.89	376.65
132.83	399.64
120.51	428.04
132.72	432.67
146.75	434.3
162.96	429.37
178.93	424.19
74.329	347.58
85.338	334.34
104.14	332.33
122.24	343.26
105.57	350.14
86.959	353.14
193.83	333.86
210.56	317.72
232.31	316.72
252.75	325.36
235.39	334.58
213.77	336.84
124.55	491.8
130.21	475.51
142.3	465.55
152.08	467.9
163.28	462.77
189.34	468.83
218.72	479.29
194.91	495.17
173.08	503.13
160.69	505.62
149.94	505.9
136.67	501.67
145.2	481.35
154.7	480.7
166.21	478.46
168.17	482.33
156.7	484.47
147.11	484.32
