232.65	157.24
278.23	132.45
329.59	123.9
380.56	129.28
426.33	146.53
509.68	143.43
537.14	126.97
564.52	116.68
591.6	114.49
607.13	130.33
474.2	191.64
483.78	230.44
494.94	268.64
506.29	307.67
429.81	333.78
458.66	338.75
485.7	345.28
506.75	336.25
522.45	324.68
289.07	196.04
322.16	181.01
355.9	180.92
382.52	202.63
354.41	207.81
320.19	207.55
505.18	196.06
530.66	171.35
559.14	167.93
578.78	181.21
563.45	194.22
535.61	197.76
340.49	393.87
396.35	380.59
448.72	372.79
472.31	376.73
494.43	370.1
519.33	372.97
534.35	381.5
516.97	438.76
492.33	468.61
467.52	475.66
440.76	475.49
389.67	453.59
447.01	389.66
471.13	390.39
493.29	385.42
492.53	437.22
468.9	445.43
443.65	445.52
