514.75	578.75
543.4	541.34
588.72	518.84
639.89	517.26
687.39	534.3
769.99	536.68
804.47	523.56
838.67	524.96
864.49	542.48
871.52	575.12
740.03	603.6
751.56	643.75
764.63	682.09
778.48	722.14
703.52	764.29
734.55	773.31
765.8	780.27
790.16	770.6
810.2	758.3
574.74	622.89
602.21	605.46
632.39	604.19
660.34	620.61
633.82	628.39
603.51	630.54
773.81	620.93
800.83	605.32
827.94	606.99
845.25	623
828.02	629.01
801.31	627.74
655.19	860.67
703.64	834.88
745.45	824.19
769.55	829.16
793.1	821.81
819.29	829.45
834.13	850.09
819.33	872.13
796.97	884.62
772.12	888.7
746.59	887.93
704.95	879.61
745.66	847.78
769.56	847.9
792.93	844.46
793.64	855.49
770.09	859.54
746.02	858.85
