614.04	577.11
648.55	538.91
698.84	517.34
753.41	516.33
803.98	531.93
875.77	527.98
906.05	509.88
937.09	503.03
964.46	510.29
974.88	536.87
851.29	585.22
864.9	625.75
880.17	665.13
895.96	705.8
824.78	749.57
853.23	754.4
880.1	758.71
899.99	749.73
915.16	737.25
681.26	607.84
709.7	587.69
741.89	584.56
768.79	603.85
743.52	613.79
711.15	617.37
878.49	594.25
902.07	570.88
929.52	568.66
946.27	584.63
932.89	596.62
906.33	598.71
771.18	847.01
817.28	823.11
856.71	809.79
878.14	813.82
897.11	805.31
916.27	811.9
924.4	827.49
916.12	852.2
900.33	867.3
879.78	873.03
856.66	874.05
817.67	867.1
856.71	831.69
878.14	830.84
897.18	826.12
897.49	836.91
878.12	843.27
856.53	844.3
