834.81	1026.6
870.94	952.42
946.95	920.62
1030.7	919.58
1107.4	943.38
1215.9	920.94
1299.7	878.22
1391.8	862.3
1485.7	881.55
1550.3	943.98
1170.3	1018.7
1171.5	1089.7
1171.9	1160.5
1172.6	1233.9
1106	1287.7
1147.5	1295.7
1189.6	1302.4
1233.2	1286.2
1273.9	1272.6
920.03	1067.9
961.56	1033.2
1019	1029.1
1072.6	1063.4
1022.5	1077.9
964.27	1084.8
1297.6	1036.2
1348.7	988.11
1407	981.96
1459.3	1005.8
1417.7	1031.4
1358.8	1039.7
1054.8	1410.5
1108.5	1388.9
1158.4	1372.1
1197.8	1378.9
1243.1	1363.9
1310	1370.3
1387.5	1377
1322.6	1429
1261.6	1451.9
1212.7	1460.6
1170.5	1460.8
1116.4	1449.8
1161.8	1406.1
1201.9	1407.9
1249	1397.7
1253.1	1402.9
1205.9	1412.2
1165.1	1411.4
