1124.1	1100.7
1191.3	1054.9
1283.6	1060.1
1374.4	1092.9
1455.2	1142.1
1607.7	1152.9
1710.6	1121.8
1815.4	1113.8
1916.5	1133.1
1989.3	1190.9
1524.6	1241.4
1511.5	1348.6
1497.8	1455.5
1485.1	1564.9
1366.8	1555.7
1422.3	1593.3
1486.7	1623.4
1556.4	1602.3
1619	1581.4
1221.5	1189.8
1281.7	1180.3
1345	1192.5
1398.6	1230.6
1335.6	1231.4
1271.5	1222.1
1672.7	1260.6
1740.8	1233.7
1805.8	1240.3
1863.7	1261.8
1804.7	1279.9
1739.2	1275.9
1280.1	1645.6
1363.3	1663.7
1436.3	1679.3
1488.5	1698.6
1557.4	1690
1643.2	1692
1736.1	1687.9
1639.9	1770.7
1550.7	1803.9
1478.9	1805.3
1420.3	1790.5
1350.9	1741.8
1431	1705.6
1485.6	1720.4
1554.5	1716.3
1553.1	1744.4
1483.6	1746.9
1427.7	1730.9
