580.29	626.64
618.88	579.38
676.73	554.82
740.63	555.54
796.15	580.91
883.41	588.96
942.45	574.6
1004.2	584.72
1056.2	620.71
1083.6	673.8
837.67	644.38
834.96	674.93
832.86	704.2
830.77	736.82
753.52	798.93
787.93	809.04
821.48	818.51
855.8	814.84
887.3	811.34
645.57	664.06
682.97	642.7
719.18	643.83
751.93	669.91
717.66	667.92
681.53	666.14
908.6	684.88
948.46	665.31
984.45	672.64
1014.4	699.95
980.6	696.17
944.73	690.57
663.84	904.55
719.78	864.88
780.37	851.84
815.5	861.1
857.31	858.51
912.89	881.13
960.25	926.47
907.45	968.76
851.88	984.13
807.94	984.11
769.23	978.45
712.31	955.4
777.31	880.36
813.03	884.76
854.3	886.34
854.24	952.82
811.46	952.51
774.02	947.37
