326.34	295.48
333.65	278.9
350.45	273.9
369.52	275.07
387.71	280.95
429.89	271.65
455.67	256.13
484.91	247.84
516.29	249.29
545.41	261.35
416.35	312.21
417.28	338.43
417.48	364.48
418.03	390.86
408.89	410.19
420.43	413.76
433.51	414.8
447.66	408.59
461.97	403.71
353.39	325.16
362.46	312.33
380.11	311.19
397.21	323.47
381.63	329.31
364.13	331.83
467.07	312.46
479.56	294.46
499.84	291.8
520.27	299.26
504.92	309.69
485.07	313.7
415.67	459.04
421.95	447.98
432.37	440.72
443.93	442.8
457.68	436.96
483.96	439.58
513.44	443.25
492.31	463.89
470.02	473.36
454.92	476.43
442.1	476.22
429.11	471.08
435.5	453.76
446.88	453.55
461.23	450.13
464.05	454.34
449.78	457.01
438.06	456.45
